Verb,Full Sentence,SUBJ,OBJ,Q1: Has Object been hurt or weakened in some way?,Q2: Has Object been helped or supported in some way?,Q3: How do you think that the Object feels about the outcome?,Q4: Do you think that anyone values Object?,Q5: How Object Feels About Subject?,Q6: How do you/reader feel about the outcome?,Q7: How a Reader Feels About Object?,Q8: How a Reader Feels About Subject?,Q9: Has Subject been hurt or weakened in some way?,Q10: Has Subject been helped or supported in some way?,Q11: How do you think that the Subject feels about the outcome?,Q12: Do you think that anyone values Subject?,Q13: How Subject Feels About Object?,Q14: How do you think that the Writer feels about the outcome?,Q15: How the Writer Feels About Object?,Q16: How the Writer Feels About Subject?
raise,the <span style='color:#0000CD'>earl</span> <u>raised</u> an <span style='color:#006400'>eyebrow</span>.,earl,eyebrow,-1,1,-0.5,1,-0.5,0,0,0.5,1,1,0,-1,-1,0.5,0,-0.5
raise,<span style='color:#0000CD'>wine</span> will <u>raise</u> a <span style='color:#006400'>vassal</span>.,wine,vassal,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
raise,<span style='color:#0000CD'>wine</span> will <u>raise</u> a <span style='color:#006400'>vassal</span>.,wine,vassal,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
raise,<span style='color:#0000CD'>wine</span> will <u>raise</u> a <span style='color:#006400'>vassal</span>.,wine,vassal,-1,-1,0,-1,0,0,0,0.5,-1,-1,0,1,0,0,0,0.5
raise,a <span style='color:#0000CD'>corporation</span> will <u>raise</u> <span style='color:#006400'>money</span>.,corporation,money,-1,-1,0,1,0,0.5,0.5,1,-1,1,1,1,1,0.5,0.5,0.5
raise,a <span style='color:#0000CD'>corporation</span> will <u>raise</u> <span style='color:#006400'>money</span>.,corporation,money,-1,-1,0,1,0,1,1,0,-1,1,1,1,1,1,1,1
raise,a <span style='color:#0000CD'>corporation</span> will <u>raise</u> <span style='color:#006400'>money</span>.,corporation,money,-1,-1,0,1,0,0.5,0.5,0.5,-1,1,1,1,1,0.5,0.5,0.5
raise,the <span style='color:#0000CD'>committee</span> <u>raised</u> a <span style='color:#006400'>total</span>.,committee,total,-1,1,0,1,0,0.5,0.5,0.5,-1,-1,0.5,1,0.5,0.5,0.5,0.5
raise,the <span style='color:#0000CD'>committee</span> <u>raised</u> a <span style='color:#006400'>total</span>.,committee,total,-1,-1,0,-1,0,0,0,0,-1,-1,0,1,0,0,0,0
raise,the <span style='color:#0000CD'>captain</span> <u>raised</u> the <span style='color:#006400'>flag</span>.,captain,flag,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1
raise,the <span style='color:#0000CD'>captain</span> <u>raised</u> the <span style='color:#006400'>flag</span>.,captain,flag,-1,-1,0,1,0,0,0,0,-1,-1,0.5,1,0.5,0,0,0
raise,the <span style='color:#0000CD'>woman</span> <u>raise</u> her <span style='color:#006400'>head</span>.,woman,head,-1,-1,0,-1,0,0,0,0,-1,-1,0,1,0,0,0,0
raise,the <span style='color:#0000CD'>woman</span> <u>raise</u> her <span style='color:#006400'>head</span>.,woman,head,-1,1,0,1,0,0,0,0,-1,-1,1,1,0.5,0,0,0
stretch,the <span style='color:#0000CD'>man</span> <u>stretched</u> out an <span style='color:#006400'>arm</span>.,man,arm,-1,-1,0,-1,0,0,0,0,-1,-1,0.5,-1,0.5,0,0,0
stretch,the <span style='color:#0000CD'>man</span> <u>stretched</u> out an <span style='color:#006400'>arm</span>.,man,arm,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
stretch,the <span style='color:#0000CD'>man</span> <u>stretched</u> out an <span style='color:#006400'>arm</span>.,man,arm,-1,-1,0,1,0,0,0.5,0.5,-1,-1,0.5,1,1,0,0.5,0.5
stretch,this <span style='color:#0000CD'>philosopher</span> <u>stretched</u> a <span style='color:#006400'>string</span>.,philosopher,string,-1,-1,0,-1,0,0,0,0,-1,1,0,1,0,0,0,0
stretch,this <span style='color:#0000CD'>philosopher</span> <u>stretched</u> a <span style='color:#006400'>string</span>.,philosopher,string,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
stretch,a <span style='color:#0000CD'>man</span> will <u>stretch</u> a <span style='color:#006400'>figure</span>.,man,figure,-1,-1,0,1,0,0,0,0,-1,-1,1,1,0.5,0,0,0
stretch,the <span style='color:#0000CD'>girl</span> <u>stretched</u> out her <span style='color:#006400'>arm</span>.,girl,arm,-1,1,0,1,0,0.5,0.5,0.5,-1,-1,0.5,1,0.5,0.5,0.5,0.5
stretch,the <span style='color:#0000CD'>girl</span> <u>stretched</u> out her <span style='color:#006400'>arm</span>.,girl,arm,-1,1,1,1,1,0,0,0,-1,1,1,1,1,0.5,1,1
stretch,the <span style='color:#0000CD'>child</span> <u>stretched</u> out her <span style='color:#006400'>hand</span>.,child,hand,-1,-1,0,1,0,0.5,0,0,-1,-1,1,-1,1,0.5,0,0
stretch,the <span style='color:#0000CD'>child</span> <u>stretched</u> out her <span style='color:#006400'>hand</span>.,child,hand,-1,1,0,1,0,0.5,0.5,0.5,-1,1,0.5,1,0.5,0.5,0.5,0.5
stretch,the <span style='color:#0000CD'>woman</span> <u>stretched</u> her <span style='color:#006400'>head</span>.,woman,head,-1,1,0,1,0,0.5,0,0,-1,1,1,1,0.5,0.5,0,0
stretch,the <span style='color:#0000CD'>woman</span> <u>stretched</u> her <span style='color:#006400'>head</span>.,woman,head,1,-1,0,1,0,-0.5,-0.5,0,-1,-1,-1,1,0,0,-0.5,0.5
stretch,the <span style='color:#0000CD'>woman</span> <u>stretched</u> her <span style='color:#006400'>head</span>.,woman,head,-1,1,0,1,0,0,0,0,-1,-1,1,1,0.5,0,0,0
stretch,the <span style='color:#0000CD'>mother</span> <u>stretched</u> her <span style='color:#006400'>body</span>.,mother,body,-1,1,0,1,0,0.5,0.5,0,-1,1,0.5,1,0.5,0,0,0
stretch,the <span style='color:#0000CD'>mother</span> <u>stretched</u> her <span style='color:#006400'>body</span>.,mother,body,-1,1,0,1,0,0,0,0,-1,1,0.5,1,0,0,0,0
create,the <span style='color:#0000CD'>emperor</span> <u>created</u> the <span style='color:#006400'>post</span>.,emperor,post,-1,-1,0,-1,0,0.5,0,0,-1,-1,0.5,-1,0,0.5,0,0
create,the <span style='color:#0000CD'>emperor</span> <u>created</u> the <span style='color:#006400'>post</span>.,emperor,post,-1,1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1
create,a <span style='color:#0000CD'>firm</span> will <u>create</u> <span style='color:#006400'>value</span>.,firm,value,-1,1,0,1,0,1,1,1,-1,-1,0.5,1,1,1,1,1
create,a <span style='color:#0000CD'>firm</span> will <u>create</u> <span style='color:#006400'>value</span>.,firm,value,-1,1,0,1,1,1,1,1,-1,1,0,1,1,1,1,1
create,a <span style='color:#0000CD'>firm</span> will <u>create</u> <span style='color:#006400'>value</span>.,firm,value,-1,-1,0,1,0,0.5,0.5,0.5,-1,-1,1,1,0.5,0.5,0.5,0.5
create,the <span style='color:#0000CD'>legislature</span> <u>created</u> a <span style='color:#006400'>authority</span>.,legislature,authority,-1,1,0,1,0,1,0.5,0.5,-1,1,0,1,0,1,1,1
create,the <span style='color:#0000CD'>legislature</span> <u>created</u> a <span style='color:#006400'>authority</span>.,legislature,authority,-1,1,0,1,0,0.5,0,0,-1,-1,0.5,1,0.5,0.5,0.5,0.5
create,the <span style='color:#0000CD'>legislature</span> <u>created</u> a <span style='color:#006400'>authority</span>.,legislature,authority,-1,-1,0,1,0,0,0,0,-1,1,0,1,0.5,0,0,0
create,<span style='color:#0000CD'>society</span> <u>creates</u> the <span style='color:#006400'>anxiety</span>.,society,anxiety,1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1
create,<span style='color:#0000CD'>society</span> <u>creates</u> the <span style='color:#006400'>anxiety</span>.,society,anxiety,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-0.5
create,<span style='color:#0000CD'>society</span> <u>creates</u> the <span style='color:#006400'>anxiety</span>.,society,anxiety,-1,-1,0,-1,0,-1,-1,0.5,1,-1,-1,1,-1,-1,-1,-0.5
create,the <span style='color:#0000CD'>industry</span> <u>created</u> a <span style='color:#006400'>environment</span>.,industry,environment,-1,-1,0,1,0,1,1,1,-1,-1,0,1,0,1,1,1
create,the <span style='color:#0000CD'>industry</span> <u>created</u> a <span style='color:#006400'>environment</span>.,industry,environment,-1,1,0,1,0,0,0,0,-1,1,0,1,0,0.5,0.5,0.5
create,the <span style='color:#0000CD'>industry</span> <u>created</u> a <span style='color:#006400'>environment</span>.,industry,environment,1,-1,0,1,0,-0.5,0.5,-0.5,-1,1,1,1,0,-0.5,0.5,-0.5
create,the <span style='color:#0000CD'>department</span> <u>created</u> a <span style='color:#006400'>program</span>.,department,program,-1,1,0,1,0,0,0,0,-1,1,1,1,1,0,0,0
overlook,the <span style='color:#0000CD'>author</span> <u>overlooked</u> the <span style='color:#006400'>fact</span>.,author,fact,-1,-1,0,1,0,-1,-1,1,1,-1,-1,1,-0.5,-1,1,1
overlook,the <span style='color:#0000CD'>author</span> <u>overlooked</u> the <span style='color:#006400'>fact</span>.,author,fact,1,-1,0,1,0,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1
overlook,the <span style='color:#0000CD'>reader</span> <u>overlooks</u> the <span style='color:#006400'>fact</span>.,reader,fact,-1,-1,0,1,0,-1,-1,1,1,-1,-1,1,-1,-0.5,-1,1
overlook,the <span style='color:#0000CD'>reader</span> <u>overlooks</u> the <span style='color:#006400'>fact</span>.,reader,fact,-1,-1,0,-1,0,-0.5,0,-0.5,-1,-1,0,1,0,0,0,0
overlook,the <span style='color:#0000CD'>reader</span> <u>overlooks</u> the <span style='color:#006400'>fact</span>.,reader,fact,1,-1,0.5,-1,0,-1,0.5,-0.5,1,1,-0.5,-1,0.5,0,0,0.5
overlook,the <span style='color:#0000CD'>reader</span> <u>overlooks</u> the <span style='color:#006400'>presence</span>.,reader,presence,-1,-1,0,-1,0,-0.5,-0.5,-0.5,-1,-1,0,-1,0,-0.5,-0.5,-0.5
overlook,the <span style='color:#0000CD'>reader</span> <u>overlooks</u> the <span style='color:#006400'>presence</span>.,reader,presence,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0.5,0,0,0
overlook,a <span style='color:#0000CD'>woman</span> will <u>overlook</u> <span style='color:#006400'>vice</span>.,woman,vice,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
overlook,a <span style='color:#0000CD'>woman</span> will <u>overlook</u> <span style='color:#006400'>vice</span>.,woman,vice,-1,1,0,1,0,0.5,0,0.5,-1,1,0.5,1,0.5,0.5,0.5,0.5
overlook,a <span style='color:#0000CD'>woman</span> will <u>overlook</u> <span style='color:#006400'>vice</span>.,woman,vice,-1,-1,0,-1,0,-0.5,-0.5,-0.5,-1,-1,0,1,-0.5,0,0,0
overlook,the <span style='color:#0000CD'>government</span> <u>overlooked</u> the <span style='color:#006400'>fact</span>.,government,fact,-1,1,0,1,0,-1,-0.5,-0.5,-1,1,-0.5,1,-0.5,-1,-0.5,-0.5
overlook,the <span style='color:#0000CD'>government</span> <u>overlooked</u> the <span style='color:#006400'>fact</span>.,government,fact,1,-1,0,1,0,-1,0.5,-0.5,-1,-1,-0.5,1,-0.5,-0.5,0.5,-0.5
overlook,a <span style='color:#0000CD'>man</span> will have <u>overlooked</u> <span style='color:#006400'>them</span>.,man,them,1,-1,-1,1,-1,-0.5,0.5,-0.5,-1,-1,-1,1,-0.5,-1,0.5,-0.5
overlook,a <span style='color:#0000CD'>man</span> will have <u>overlooked</u> <span style='color:#006400'>them</span>.,man,them,1,-1,-0.5,1,-0.5,-1,0.5,-0.5,1,-1,-1,1,-0.5,-1,0.5,-0.5
overlook,the <span style='color:#0000CD'>gentleman</span> <u>overlooked</u> a <span style='color:#006400'>matter</span>.,gentleman,matter,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
shout,the <span style='color:#0000CD'>captain</span> <u>shouted</u> a <span style='color:#006400'>greeting</span>.,captain,greeting,1,-1,0.5,-1,0,0.5,0.5,0.5,-1,-1,-1,-1,0.5,0,0,0.5
shout,the <span style='color:#0000CD'>captain</span> <u>shouted</u> a <span style='color:#006400'>greeting</span>.,captain,greeting,-1,1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1
shout,the <span style='color:#0000CD'>man</span> <u>shouted</u> a <span style='color:#006400'>command</span>.,man,command,-1,-1,0,1,0,-0.5,-0.5,-0.5,-1,-1,-0.5,1,-0.5,-0.5,-0.5,-0.5
shout,the <span style='color:#0000CD'>man</span> <u>shouted</u> a <span style='color:#006400'>command</span>.,man,command,-1,-1,0,1,0,0.5,1,0.5,-1,-1,1,-1,1,0.5,1,0.5
shout,the <span style='color:#0000CD'>captain</span> <u>shouted</u> an <span style='color:#006400'>order</span>.,captain,order,-1,-1,0,1,0,-0.5,0,0,-1,-1,-0.5,1,0.5,-0.5,0,0
shout,the <span style='color:#0000CD'>captain</span> <u>shouted</u> an <span style='color:#006400'>order</span>.,captain,order,-1,-1,0,-1,0,-0.5,0,0.5,-1,-1,0,1,0,0,0,0
shout,<span style='color:#0000CD'>someone</span> <u>shouted</u> <span style='color:#006400'>man</span>.,someone,man,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1
shout,<span style='color:#0000CD'>someone</span> <u>shouted</u> <span style='color:#006400'>man</span>.,someone,man,-1,-1,0,1,0,0,0.5,0,1,1,0,-1,-0.5,-0.5,-0.5,-0.5
shout,<span style='color:#0000CD'>someone</span> <u>shouted</u> <span style='color:#006400'>man</span>.,someone,man,-1,-1,-0.5,1,0,-0.5,0,0,-1,-1,-0.5,1,0,-0.5,0,0
shout,the <span style='color:#0000CD'>lookout</span> <u>shouted</u> <span style='color:#006400'>ho</span>.,lookout,ho,-1,-1,0,1,0,1,0.5,0,1,1,-1,-1,0.5,0.5,-0.5,0.5
shout,the <span style='color:#0000CD'>captain</span> <u>shouted</u> <span style='color:#006400'>fire</span>.,captain,fire,-1,-1,0,1,0,-0.5,-1,0,-1,-1,-1,1,-1,0,-1,0
shout,the <span style='color:#0000CD'>captain</span> <u>shouted</u> <span style='color:#006400'>fire</span>.,captain,fire,1,-1,0,-1,0,0.5,-1,1,-1,-1,0,1,-1,0.5,-1,1
shout,the <span style='color:#0000CD'>captain</span> <u>shouted</u> <span style='color:#006400'>fire</span>.,captain,fire,-1,-1,0,-1,0,-1,-1,1,1,-1,-1,1,-1,-1,-1,1
shout,the <span style='color:#0000CD'>crowd</span> <u>shouted</u> <span style='color:#006400'>encouragement</span>.,crowd,encouragement,-1,-1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1
shout,the <span style='color:#0000CD'>crowd</span> <u>shouted</u> <span style='color:#006400'>encouragement</span>.,crowd,encouragement,-1,1,1,1,1,0,0,0,-1,1,1,1,1,0,1,0
concede,the <span style='color:#0000CD'>reader</span> <u>concedes</u> the <span style='color:#006400'>existence</span>.,reader,existence,-1,-1,0,-1,0,0,0,0,-1,-1,-0.5,1,0,0,0,0
concede,the <span style='color:#0000CD'>reader</span> <u>concedes</u> the <span style='color:#006400'>existence</span>.,reader,existence,1,1,-0.5,1,0,-0.5,0,-0.5,1,-1,0,1,0,-0.5,0,-0.5
concede,the <span style='color:#0000CD'>reader</span> <u>concedes</u> the <span style='color:#006400'>existence</span>.,reader,existence,-1,1,0,1,0,-0.5,0,0.5,1,-1,-0.5,1,-1,-0.5,0,0.5
concede,the <span style='color:#0000CD'>party</span> has <u>conceded</u> the <span style='color:#006400'>claim</span>.,party,claim,-1,-1,0,1,0,1,-1,-1,1,-1,-1,1,-1,1,-1,-1
concede,the <span style='color:#0000CD'>party</span> has <u>conceded</u> the <span style='color:#006400'>claim</span>.,party,claim,-1,1,0.5,1,-0.5,-0.5,0.5,0,-1,1,-0.5,1,-1,0,0,0.5
concede,the <span style='color:#0000CD'>party</span> has <u>conceded</u> the <span style='color:#006400'>claim</span>.,party,claim,-1,-1,0,-1,0,-0.5,-0.5,0.5,1,-1,-1,1,-1,-0.5,-0.5,0.5
concede,the <span style='color:#0000CD'>government</span> <u>conceded</u> the <span style='color:#006400'>principle</span>.,government,principle,-1,1,0,1,0,0,0.5,-0.5,1,-1,-1,1,-0.5,0,0,-0.5
concede,the <span style='color:#0000CD'>government</span> <u>conceded</u> the <span style='color:#006400'>principle</span>.,government,principle,-1,-1,0,1,0,-1,-0.5,-0.5,1,-1,-1,1,-1,-0.5,-0.5,-0.5
concede,the <span style='color:#0000CD'>government</span> <u>conceded</u> the <span style='color:#006400'>principle</span>.,government,principle,1,-1,0.5,-1,-0.5,-0.5,0.5,0,1,1,0.5,1,-1,-0.5,-0.5,0
concede,the <span style='color:#0000CD'>king</span> <u>conceded</u> the <span style='color:#006400'>point</span>.,king,point,-1,1,0,1,0,0,0,0,1,-1,-1,1,-1,-0.5,0.5,0.5
concede,the <span style='color:#0000CD'>king</span> <u>conceded</u> the <span style='color:#006400'>point</span>.,king,point,1,1,0.5,1,0.5,0.5,0.5,0.5,-1,-1,0.5,1,0.5,0.5,0.5,0.5
concede,the <span style='color:#0000CD'>king</span> <u>conceded</u> the <span style='color:#006400'>point</span>.,king,point,-1,1,0,1,0,0,0,0,1,-1,-0.5,1,-0.5,0,0,0
concede,the <span style='color:#0000CD'>party</span> has <u>conceded</u> the <span style='color:#006400'>necessity</span>.,party,necessity,-1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0
concede,the <span style='color:#0000CD'>party</span> has <u>conceded</u> the <span style='color:#006400'>necessity</span>.,party,necessity,-1,-1,0,-1,0,-0.5,-0.5,-0.5,1,-1,-1,1,-1,-0.5,-0.5,-0.5
concede,the <span style='color:#0000CD'>party</span> has <u>conceded</u> the <span style='color:#006400'>necessity</span>.,party,necessity,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
mark,the <span style='color:#0000CD'>point</span> <u>marks</u> the <span style='color:#006400'>division</span>.,point,division,-1,-1,0,1,0,0,-0.5,-0.5,-1,-1,0,1,0,0,-0.5,0
mark,the <span style='color:#0000CD'>point</span> <u>marks</u> the <span style='color:#006400'>division</span>.,point,division,-1,1,1,1,1,0.5,0.5,1,-1,1,0.5,1,0.5,0.5,0.5,0.5
mark,the <span style='color:#0000CD'>eye</span> <u>marked</u> a <span style='color:#006400'>man</span>.,eye,man,-1,-1,-0.5,1,0,-0.5,0.5,0,-1,-1,0,1,0,-0.5,0.5,0
mark,the <span style='color:#0000CD'>eye</span> <u>marked</u> a <span style='color:#006400'>man</span>.,eye,man,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
mark,the <span style='color:#0000CD'>division</span> <u>marked</u> the <span style='color:#006400'>end</span>.,division,end,1,-1,-0.5,-1,-1,-0.5,-1,-0.5,1,-1,0,1,-1,0,-0.5,-1
mark,the <span style='color:#0000CD'>division</span> <u>marked</u> the <span style='color:#006400'>end</span>.,division,end,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
mark,the <span style='color:#0000CD'>conference</span> <u>marked</u> the <span style='color:#006400'>anniversary</span>.,conference,anniversary,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
mark,the <span style='color:#0000CD'>conference</span> <u>marked</u> the <span style='color:#006400'>anniversary</span>.,conference,anniversary,-1,1,0,1,0,0.5,0.5,0.5,-1,1,1,1,1,0.5,0.5,0.5
mark,<span style='color:#0000CD'>client</span> has <u>marked</u> <span style='color:#006400'>distress</span>.,client,distress,-1,-1,0,-1,0,-0.5,-1,0,1,-1,-1,1,-1,-0.5,-1,0
mark,the <span style='color:#0000CD'>surgeon</span> <u>marks</u> the <span style='color:#006400'>spot</span>.,surgeon,spot,-1,-1,0,1,0,0,0,1,-1,-1,0,1,0,0,0,1
mark,the <span style='color:#0000CD'>surgeon</span> <u>marks</u> the <span style='color:#006400'>spot</span>.,surgeon,spot,1,-1,0,1,0,1,-0.5,1,-1,-1,1,1,-0.5,1,-0.5,1
mark,the <span style='color:#0000CD'>surgeon</span> <u>marks</u> the <span style='color:#006400'>spot</span>.,surgeon,spot,-1,-1,0,1,0,0.5,0.5,0.5,-1,1,1,1,1,0.5,0.5,0.5
mark,the <span style='color:#0000CD'>plenum</span> <u>marked</u> a <span style='color:#006400'>point</span>.,plenum,point,-1,1,0,1,0,0.5,0.5,0.5,-1,-1,0.5,1,0.5,0.5,0.5,0.5
mark,the <span style='color:#0000CD'>plenum</span> <u>marked</u> a <span style='color:#006400'>point</span>.,plenum,point,-1,1,0,1,0,1,0.5,1,-1,1,0.5,1,0.5,0.5,0.5,1
mark,the <span style='color:#0000CD'>plenum</span> <u>marked</u> a <span style='color:#006400'>point</span>.,plenum,point,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
commission,the <span style='color:#0000CD'>committee</span> <u>commissioned</u> a <span style='color:#006400'>study</span>.,committee,study,-1,-1,0,-1,0,0,0,0,-1,-1,1,-1,0.5,0,0,0
commission,the <span style='color:#0000CD'>committee</span> <u>commissioned</u> a <span style='color:#006400'>study</span>.,committee,study,-1,-1,0.5,-1,0,1,0,0,-1,-1,0,-1,0,0.5,0,0
commission,the <span style='color:#0000CD'>committee</span> <u>commissioned</u> a <span style='color:#006400'>study</span>.,committee,study,-1,-1,0,1,0,0,0,0,-1,-1,0.5,1,0.5,0,0,0
commission,a <span style='color:#0000CD'>company</span> <u>commissioned</u> a <span style='color:#006400'>study</span>.,company,study,-1,1,1,1,0.5,1,1,1,-1,1,0.5,1,0.5,1,1,1
commission,a <span style='color:#0000CD'>company</span> <u>commissioned</u> a <span style='color:#006400'>study</span>.,company,study,-1,-1,0,1,0,0.5,0.5,0.5,-1,1,0,1,0,0.5,0.5,1
commission,a <span style='color:#0000CD'>company</span> <u>commissioned</u> a <span style='color:#006400'>study</span>.,company,study,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
commission,the <span style='color:#0000CD'>editor</span> <u>commissioned</u> <span style='color:#006400'>him</span>.,editor,him,-1,1,0.5,1,0.5,0.5,0.5,0.5,-1,-1,0.5,1,1,0.5,0.5,0.5
commission,the <span style='color:#0000CD'>editor</span> <u>commissioned</u> <span style='color:#006400'>him</span>.,editor,him,-1,1,1,1,0.5,1,1,1,-1,-1,1,-1,1,1,1,1
commission,the <span style='color:#0000CD'>editor</span> <u>commissioned</u> <span style='color:#006400'>him</span>.,editor,him,-1,1,1,1,1,0.5,0.5,0,-1,-1,1,1,1,0.5,0.5,0
commission,the <span style='color:#0000CD'>committee</span> <u>commissioned</u> a <span style='color:#006400'>survey</span>.,committee,survey,-1,1,0,1,0,0.5,0.5,0.5,-1,-1,0.5,1,1,0.5,0.5,0.5
commission,the <span style='color:#0000CD'>committee</span> <u>commissioned</u> a <span style='color:#006400'>survey</span>.,committee,survey,-1,-1,0,-1,0,0,0,0,-1,-1,0.5,1,0.5,0.5,0,0
commission,the <span style='color:#0000CD'>committee</span> <u>commissioned</u> a <span style='color:#006400'>survey</span>.,committee,survey,-1,-1,0,1,0,0.5,0.5,0.5,-1,1,1,1,1,0,0.5,0.5
commission,the <span style='color:#0000CD'>government</span> <u>commissioned</u> a <span style='color:#006400'>survey</span>.,government,survey,-1,1,0,1,0,0,-0.5,0,-1,1,-0.5,1,-0.5,0.5,0,-0.5
commission,the <span style='color:#0000CD'>government</span> <u>commissioned</u> a <span style='color:#006400'>survey</span>.,government,survey,-1,-1,0,1,0,0.5,0.5,0.5,-1,1,0,1,0,0.5,0.5,0.5
commission,the <span style='color:#0000CD'>government</span> <u>commissioned</u> a <span style='color:#006400'>survey</span>.,government,survey,-1,1,0,-1,0,-0.5,-0.5,-0.5,-1,-1,1,1,1,0,0,0
trigger,<span style='color:#0000CD'>patient</span> <u>triggered</u> <span style='color:#006400'>ventilation</span>.,patient,ventilation,1,1,-1,1,-0.5,0.5,0,0,-1,1,0,1,-1,0,0,0.5
trigger,<span style='color:#0000CD'>patient</span> <u>triggered</u> <span style='color:#006400'>ventilation</span>.,patient,ventilation,-1,1,1,1,0,1,1,1,-1,1,1,1,1,1,1,1
trigger,<span style='color:#0000CD'>patient</span> <u>triggered</u> <span style='color:#006400'>ventilation</span>.,patient,ventilation,-1,1,0,1,0,0,-0.5,0,1,-1,-0.5,1,-0.5,0,0,-0.5
trigger,when the <span style='color:#0000CD'>user</span> <u>triggers</u> the <span style='color:#006400'>event</span>.,user,event,-1,-1,0,-1,0,0,0,0,-1,-1,0,1,0,0,0,0
trigger,<span style='color:#0000CD'>stress</span> <u>triggers</u> <span style='color:#006400'>degranulation</span>.,stress,degranulation,-1,1,0,-1,0,-0.5,-0.5,-0.5,-1,-1,0,-1,0,-0.5,-0.5,-0.5
trigger,<span style='color:#0000CD'>stress</span> <u>triggers</u> <span style='color:#006400'>degranulation</span>.,stress,degranulation,1,1,0,-1,0,-0.5,-1,-1,1,-1,0,-1,0,-0.5,-1,-1
trigger,<span style='color:#0000CD'>stress</span> <u>triggers</u> <span style='color:#006400'>degranulation</span>.,stress,degranulation,-1,1,0,-1,0,0,-0.5,-0.5,1,-1,0,-1,0,0,-0.5,-0.5
trigger,<span style='color:#0000CD'>damage</span> <u>triggers</u> the <span style='color:#006400'>release</span>.,damage,release,-1,-1,0,-1,0,-0.5,0,0,-1,-1,0,-1,0,-0.5,0,0
trigger,<span style='color:#0000CD'>damage</span> <u>triggers</u> the <span style='color:#006400'>release</span>.,damage,release,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
trigger,<span style='color:#0000CD'>damage</span> <u>triggers</u> the <span style='color:#006400'>release</span>.,damage,release,1,-1,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1
trigger,an <span style='color:#0000CD'>increase</span> <u>triggers</u> the <span style='color:#006400'>release</span>.,increase,release,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
trigger,an <span style='color:#0000CD'>increase</span> <u>triggers</u> the <span style='color:#006400'>release</span>.,increase,release,-1,-1,0,1,0,0.5,0.5,0.5,-1,-1,0,1,0,0,0,0
trigger,<span style='color:#0000CD'>influx</span> <u>triggers</u> <span style='color:#006400'>release</span>.,influx,release,-1,1,0,1,0,0,0.5,0.5,-1,-1,0,1,0,0,0,0
trigger,<span style='color:#0000CD'>influx</span> <u>triggers</u> <span style='color:#006400'>release</span>.,influx,release,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
trigger,<span style='color:#0000CD'>influx</span> <u>triggers</u> <span style='color:#006400'>release</span>.,influx,release,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
interpret,a <span style='color:#0000CD'>court</span> will <u>interpret</u> the <span style='color:#006400'>work</span>.,court,work,-1,-1,0,1,0,0.5,0,0,-1,-1,0,-1,0,0,0,0
interpret,a <span style='color:#0000CD'>court</span> will <u>interpret</u> the <span style='color:#006400'>work</span>.,court,work,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1
interpret,the <span style='color:#0000CD'>court</span> <u>interpreted</u> the <span style='color:#006400'>decision</span>.,court,decision,-1,1,0,1,0,0,0,0,-1,1,1,1,1,0,0,0
interpret,the <span style='color:#0000CD'>reader</span> <u>interpret</u> the <span style='color:#006400'>text</span>.,reader,text,-1,-1,0,-1,0,0.5,0.5,0.5,-1,-1,0.5,1,0.5,0.5,0.5,0.5
interpret,the <span style='color:#0000CD'>reader</span> <u>interpret</u> the <span style='color:#006400'>text</span>.,reader,text,-1,-1,0,1,0,0,0,0,-1,1,1,1,0,0,0,0
interpret,the <span style='color:#0000CD'>reader</span> <u>interpret</u> the <span style='color:#006400'>text</span>.,reader,text,-1,-1,0,1,0,0.5,0.5,0.5,-1,1,0.5,1,0.5,0.5,0.5,0.5
